"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 10 07:06:13 UTC 2023","Fri Nov 10 07:06:13 UTC 2023","361","tests","test_api_wallet","","","","test_get_rewards_summary",""
"passed","Fri Nov 10 07:05:23 UTC 2023","Fri Nov 10 07:05:23 UTC 2023","324","tests","test_api_rewards","","","","test_get_rewards",""
"passed","Fri Nov 10 07:04:50 UTC 2023","Fri Nov 10 07:04:52 UTC 2023","2046","tests","test_api_invoices","","","","test_pay_invoice",""
"passed","Fri Nov 10 07:04:42 UTC 2023","Fri Nov 10 07:04:43 UTC 2023","332","tests","test_api_ethconnect","","","","test_get_token_price[ize]",""
"skipped","Fri Nov 10 07:04:41 UTC 2023","Fri Nov 10 07:04:41 UTC 2023","0","tests","test_api_distribution","","","","test_post_admin_seed",""
"passed","Fri Nov 10 07:04:32 UTC 2023","Fri Nov 10 07:04:32 UTC 2023","443","tests","test_api_agreements","","","","test_unsigned_agreements",""
"passed","Fri Nov 10 07:06:20 UTC 2023","Fri Nov 10 07:06:20 UTC 2023","707","tests","test_new_user_flow","","","","test_verify_email",""
"passed","Fri Nov 10 07:05:35 UTC 2023","Fri Nov 10 07:05:35 UTC 2023","585","tests","test_api_wallet","","","","test_get_wallet[usdc]",""
"skipped","Fri Nov 10 07:04:41 UTC 2023","Fri Nov 10 07:04:41 UTC 2023","0","tests","test_api_distribution","","","","test_post_import_orders_for_date",""
"passed","Fri Nov 10 07:05:22 UTC 2023","Fri Nov 10 07:05:22 UTC 2023","321","tests","test_api_rewards","","","","test_get_promotions",""
"passed","Fri Nov 10 07:05:03 UTC 2023","Fri Nov 10 07:05:03 UTC 2023","387","tests","test_api_licenses","","","","test_get_license_types",""
"passed","Fri Nov 10 07:06:12 UTC 2023","Fri Nov 10 07:06:13 UTC 2023","377","tests","test_api_wallet","","","","test_get_rewards",""
"passed","Fri Nov 10 07:04:56 UTC 2023","Fri Nov 10 07:04:56 UTC 2023","358","tests","test_api_invoices","","","","test_negative_create_invoice_null_quantity",""
"passed","Fri Nov 10 07:05:29 UTC 2023","Fri Nov 10 07:05:30 UTC 2023","345","tests","test_api_shopping","","","","test_create_usd_invoice_partners",""
"passed","Fri Nov 10 07:04:36 UTC 2023","Fri Nov 10 07:04:37 UTC 2023","394","tests","test_api_authenticator","","","","test_generate_code",""
"passed","Fri Nov 10 07:05:05 UTC 2023","Fri Nov 10 07:05:05 UTC 2023","345","tests","test_api_licenses","","","","test_negative_get_member_licenses_invalid_key",""
"passed","Fri Nov 10 07:04:55 UTC 2023","Fri Nov 10 07:04:55 UTC 2023","309","tests","test_api_invoices","","","","test_negative_create_invoice_no_token",""
"skipped","Fri Nov 10 07:05:24 UTC 2023","Fri Nov 10 07:05:24 UTC 2023","0","tests","test_api_rewards","","","","test_post_publish_campaign",""
"passed","Fri Nov 10 07:06:17 UTC 2023","Fri Nov 10 07:06:17 UTC 2023","449","tests","test_new_user_flow","","","","test_create_user_step1",""
"passed","Fri Nov 10 07:06:08 UTC 2023","Fri Nov 10 07:06:09 UTC 2023","1120","tests","test_api_wallet","","","","test_get_gas_fee[ize]",""
"passed","Fri Nov 10 07:05:30 UTC 2023","Fri Nov 10 07:05:30 UTC 2023","478","tests","test_api_shopping","","","","test_low_stock_alert",""
"passed","Fri Nov 10 07:05:02 UTC 2023","Fri Nov 10 07:05:03 UTC 2023","451","tests","test_api_licenses","","","","test_get_licenses",""
"passed","Fri Nov 10 07:04:57 UTC 2023","Fri Nov 10 07:04:57 UTC 2023","339","tests","test_api_invoices","","","","test_negative_get_invoice_invalid_id",""
"passed","Fri Nov 10 07:06:15 UTC 2023","Fri Nov 10 07:06:15 UTC 2023","328","tests","test_api_wallet","","","","test_negative_get_wallet_no_token[usdc]",""
"passed","Fri Nov 10 07:04:35 UTC 2023","Fri Nov 10 07:04:35 UTC 2023","320","tests","test_api_agreements","","","","test_negative_agreement_by_id",""
"passed","Fri Nov 10 07:05:07 UTC 2023","Fri Nov 10 07:05:07 UTC 2023","428","tests","test_api_login","","","","test_negative_sigin_invalid_credentials_500",""
"passed","Fri Nov 10 07:06:17 UTC 2023","Fri Nov 10 07:06:18 UTC 2023","1075","tests","test_new_user_flow","","","","test_create_user_step2",""
"passed","Fri Nov 10 07:05:04 UTC 2023","Fri Nov 10 07:05:05 UTC 2023","319","tests","test_api_licenses","","","","test_negative_get_licenses_for_no_invoice",""
"skipped","Fri Nov 10 07:04:41 UTC 2023","Fri Nov 10 07:04:41 UTC 2023","0","tests","test_api_distribution","","","","test_post_publish_actions",""
"passed","Fri Nov 10 07:04:58 UTC 2023","Fri Nov 10 07:04:59 UTC 2023","325","tests","test_api_invoices","","","","test_negative_add_shipment_no_data",""
"passed","Fri Nov 10 07:04:33 UTC 2023","Fri Nov 10 07:04:34 UTC 2023","380","tests","test_api_agreements","","","","test_delete_agreement",""
"passed","Fri Nov 10 07:05:33 UTC 2023","Fri Nov 10 07:05:33 UTC 2023","598","tests","test_api_wallet","","","","test_get_wallet[eth]",""
"passed","Fri Nov 10 07:06:19 UTC 2023","Fri Nov 10 07:06:20 UTC 2023","324","tests","test_new_user_flow","","","","test_unsigned_agreements",""
"passed","Fri Nov 10 07:06:12 UTC 2023","Fri Nov 10 07:06:12 UTC 2023","315","tests","test_api_wallet","","","","test_get_erc20_allow_purchase",""
"skipped","Fri Nov 10 07:04:41 UTC 2023","Fri Nov 10 07:04:41 UTC 2023","0","tests","test_api_distribution","","","","test_post_admin_migrate",""
"skipped","Fri Nov 10 07:04:41 UTC 2023","Fri Nov 10 07:04:41 UTC 2023","0","tests","test_api_distribution","","","","test_post_run_distribution_for_date",""
"passed","Fri Nov 10 07:04:52 UTC 2023","Fri Nov 10 07:04:52 UTC 2023","367","tests","test_api_invoices","","","","test_add_shipment",""
"passed","Fri Nov 10 07:05:04 UTC 2023","Fri Nov 10 07:05:04 UTC 2023","314","tests","test_api_licenses","","","","test_negative_get_licenses_for_invoice_no_auth",""
"passed","Fri Nov 10 07:04:41 UTC 2023","Fri Nov 10 07:04:42 UTC 2023","708","tests","test_api_ethconnect","","","","test_get_token_price[eth]",""
"passed","Fri Nov 10 07:05:05 UTC 2023","Fri Nov 10 07:05:06 UTC 2023","319","tests","test_api_licenses","","","","test_negative_get_member_licenses_invalid_license",""
"passed","Fri Nov 10 07:05:07 UTC 2023","Fri Nov 10 07:05:08 UTC 2023","309","tests","test_api_login","","","","test_negative_login_step2_invalid_token",""
"passed","Fri Nov 10 07:05:30 UTC 2023","Fri Nov 10 07:05:31 UTC 2023","333","tests","test_api_shopping","","","","test_get_expired_invoices",""
"passed","Fri Nov 10 07:04:54 UTC 2023","Fri Nov 10 07:04:55 UTC 2023","699","tests","test_api_invoices","","","","test_cancel_invoice",""
"skipped","Fri Nov 10 07:05:24 UTC 2023","Fri Nov 10 07:05:24 UTC 2023","0","tests","test_api_rewards","","","","test_post_publish_promotion",""
"passed","Fri Nov 10 07:04:49 UTC 2023","Fri Nov 10 07:04:50 UTC 2023","343","tests","test_api_invoices","","","","test_negative_pay_invoice_invalid_coin_symbol",""
"passed","Fri Nov 10 07:05:15 UTC 2023","Fri Nov 10 07:05:16 UTC 2023","418","tests","test_api_members","","","","test_get_chain_total_rewards",""
"passed","Fri Nov 10 07:05:18 UTC 2023","Fri Nov 10 07:05:18 UTC 2023","393","tests","test_api_products","","","","test_get_products",""
"passed","Fri Nov 10 07:04:40 UTC 2023","Fri Nov 10 07:04:40 UTC 2023","324","tests","test_api_carts","","","","test_delete_cart_items",""
"passed","Fri Nov 10 07:06:14 UTC 2023","Fri Nov 10 07:06:14 UTC 2023","347","tests","test_api_wallet","","","","test_negative_get_wallet_no_token[ize]",""
"passed","Fri Nov 10 07:05:24 UTC 2023","Fri Nov 10 07:05:24 UTC 2023","325","tests","test_api_rewards","","","","test_get_reward",""
"passed","Fri Nov 10 07:05:12 UTC 2023","Fri Nov 10 07:05:13 UTC 2023","458","tests","test_api_members","","","","test_update_member",""
"passed","Fri Nov 10 07:04:37 UTC 2023","Fri Nov 10 07:04:37 UTC 2023","780","tests","test_api_authtoken","","","","test_auth_token",""
"skipped","Fri Nov 10 07:05:25 UTC 2023","Fri Nov 10 07:05:25 UTC 2023","0","tests","test_api_rewards","","","","test_post_archive_promotion",""
"passed","Fri Nov 10 07:06:22 UTC 2023","Fri Nov 10 07:06:23 UTC 2023","588","tests","test_new_user_flow","","","","test_delete_new_user",""
"passed","Fri Nov 10 07:05:21 UTC 2023","Fri Nov 10 07:05:21 UTC 2023","322","tests","test_api_rewards","","","","test_get_campaign_by_id",""
