"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 28 07:06:32 UTC 2023","Tue Nov 28 07:06:33 UTC 2023","403","tests","test_api_wallet","","","","test_negative_get_transactions_no_token[usdc]",""
"skipped","Tue Nov 28 07:04:40 UTC 2023","Tue Nov 28 07:04:40 UTC 2023","0","tests","test_api_distribution","","","","test_post_admin_import_license_types",""
"passed","Tue Nov 28 07:05:38 UTC 2023","Tue Nov 28 07:05:38 UTC 2023","427","tests","test_api_rewards","","","","test_delete_reward",""
"passed","Tue Nov 28 07:05:31 UTC 2023","Tue Nov 28 07:05:32 UTC 2023","452","tests","test_api_rewards","","","","test_post_create_promotion",""
"passed","Tue Nov 28 07:05:11 UTC 2023","Tue Nov 28 07:05:12 UTC 2023","413","tests","test_api_licenses","","","","test_negative_get_member_licenses_invalid_license",""
"skipped","Tue Nov 28 07:05:37 UTC 2023","Tue Nov 28 07:05:37 UTC 2023","0","tests","test_api_rewards","","","","test_post_publish_promotion",""
"passed","Tue Nov 28 07:05:08 UTC 2023","Tue Nov 28 07:05:08 UTC 2023","447","tests","test_api_licenses","","","","test_get_licenses_for_invoice",""
"passed","Tue Nov 28 07:05:50 UTC 2023","Tue Nov 28 07:05:51 UTC 2023","818","tests","test_api_wallet","","","","test_get_wallet[btc]",""
"passed","Tue Nov 28 07:05:06 UTC 2023","Tue Nov 28 07:05:06 UTC 2023","525","tests","test_api_ledger","","","","test_get_user_votes",""
"passed","Tue Nov 28 07:04:47 UTC 2023","Tue Nov 28 07:04:48 UTC 2023","412","tests","test_api_health_check","","","","test_licenses_health_check",""
"passed","Tue Nov 28 07:06:34 UTC 2023","Tue Nov 28 07:06:35 UTC 2023","1350","tests","test_new_user_flow","","","","test_create_user_step2",""
"passed","Tue Nov 28 07:05:32 UTC 2023","Tue Nov 28 07:05:33 UTC 2023","427","tests","test_api_rewards","","","","test_get_promotion",""
"passed","Tue Nov 28 07:04:40 UTC 2023","Tue Nov 28 07:04:40 UTC 2023","422","tests","test_api_carts","","","","test_get_cart",""
"passed","Tue Nov 28 07:05:38 UTC 2023","Tue Nov 28 07:05:39 UTC 2023","452","tests","test_api_rewards","","","","test_delete_promotion",""
"passed","Tue Nov 28 07:06:26 UTC 2023","Tue Nov 28 07:06:26 UTC 2023","442","tests","test_api_wallet","","","","test_get_payment_address[ize]",""
"passed","Tue Nov 28 07:05:22 UTC 2023","Tue Nov 28 07:05:22 UTC 2023","470","tests","test_api_members","","","","test_get_all_affiliates",""
"passed","Tue Nov 28 07:05:12 UTC 2023","Tue Nov 28 07:05:12 UTC 2023","250","tests","test_api_login","","","","test_login_step1",""
"passed","Tue Nov 28 07:05:22 UTC 2023","Tue Nov 28 07:05:23 UTC 2023","469","tests","test_api_members","","","","test_create_affiliates",""
"passed","Tue Nov 28 07:06:32 UTC 2023","Tue Nov 28 07:06:32 UTC 2023","401","tests","test_api_wallet","","","","test_negative_get_transactions_no_token[btc]",""
"passed","Tue Nov 28 07:04:47 UTC 2023","Tue Nov 28 07:04:47 UTC 2023","410","tests","test_api_health_check","","","","test_shopping_health_check",""
"passed","Tue Nov 28 07:06:31 UTC 2023","Tue Nov 28 07:06:31 UTC 2023","435","tests","test_api_wallet","","","","test_negative_get_wallet_no_token[usdc]",""
"passed","Tue Nov 28 07:06:26 UTC 2023","Tue Nov 28 07:06:27 UTC 2023","420","tests","test_api_wallet","","","","test_get_payment_address[usdc]",""
"passed","Tue Nov 28 07:05:23 UTC 2023","Tue Nov 28 07:05:23 UTC 2023","449","tests","test_api_members","","","","test_get_affiliate",""
"passed","Tue Nov 28 07:04:38 UTC 2023","Tue Nov 28 07:04:38 UTC 2023","466","tests","test_api_carts","","","","test_add_cart_item",""
