"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 29 05:21:18 UTC 2023","Tue Aug 29 05:21:19 UTC 2023","288","tests","test_api_shopping","","","","test_get_expired_invoices",""
"passed","Tue Aug 29 05:21:53 UTC 2023","Tue Aug 29 05:21:54 UTC 2023","318","tests","test_api_wallet","","","","test_get_erc20_config",""
"passed","Tue Aug 29 05:21:03 UTC 2023","Tue Aug 29 05:21:04 UTC 2023","369","tests","test_api_licenses","","","","test_get_member_licenses",""
"passed","Tue Aug 29 05:21:06 UTC 2023","Tue Aug 29 05:21:07 UTC 2023","318","tests","test_api_member_preferences","","","","test_delete_member_preference",""
"passed","Tue Aug 29 05:21:15 UTC 2023","Tue Aug 29 05:21:15 UTC 2023","300","tests","test_api_products","","","","test_get_product_price_tiers",""
"passed","Tue Aug 29 05:20:58 UTC 2023","Tue Aug 29 05:20:58 UTC 2023","313","tests","test_api_invoices","","","","test_get_expired_invoices",""
"passed","Tue Aug 29 05:20:51 UTC 2023","Tue Aug 29 05:20:52 UTC 2023","285","tests","test_api_health_check","","","","test_membership_health_check",""
"passed","Tue Aug 29 05:20:50 UTC 2023","Tue Aug 29 05:20:51 UTC 2023","273","tests","test_api_fees","","","","test_coin_market_cap[eth]",""
"passed","Tue Aug 29 05:21:52 UTC 2023","Tue Aug 29 05:21:52 UTC 2023","440","tests","test_api_wallet","","","","test_get_balance",""
"passed","Tue Aug 29 05:21:57 UTC 2023","Tue Aug 29 05:21:57 UTC 2023","306","tests","test_new_user_flow","","","","test_get_email_verification_code",""
"passed","Tue Aug 29 05:21:54 UTC 2023","Tue Aug 29 05:21:54 UTC 2023","328","tests","test_api_wallet","","","","test_get_erc20_allow_purchase",""
"passed","Tue Aug 29 05:21:09 UTC 2023","Tue Aug 29 05:21:09 UTC 2023","330","tests","test_api_members","","","","test_delete_profile_picture",""
"passed","Tue Aug 29 05:20:52 UTC 2023","Tue Aug 29 05:20:52 UTC 2023","320","tests","test_api_health_check","","","","test_messaging_health_check",""
"passed","Tue Aug 29 05:21:09 UTC 2023","Tue Aug 29 05:21:09 UTC 2023","285","tests","test_api_members","","","","test_get_member_referrals",""
"passed","Tue Aug 29 05:20:58 UTC 2023","Tue Aug 29 05:20:59 UTC 2023","381","tests","test_api_invoices","","","","test_create_cancel_invoice",""
"passed","Tue Aug 29 05:20:53 UTC 2023","Tue Aug 29 05:20:53 UTC 2023","277","tests","test_api_health_check","","","","test_licenses_health_check",""
"passed","Tue Aug 29 05:21:20 UTC 2023","Tue Aug 29 05:21:20 UTC 2023","325","tests","test_api_shopping","","","","test_get_purchase_summary",""
"passed","Tue Aug 29 05:21:10 UTC 2023","Tue Aug 29 05:21:10 UTC 2023","411","tests","test_api_members","","","","test_get_chain_total_points",""
"passed","Tue Aug 29 05:21:13 UTC 2023","Tue Aug 29 05:21:13 UTC 2023","301","tests","test_api_products","","","","test_create_product",""
"passed","Tue Aug 29 05:20:44 UTC 2023","Tue Aug 29 05:20:44 UTC 2023","370","tests","test_api_authenticator","","","","test_generate_code",""
"passed","Tue Aug 29 05:21:49 UTC 2023","Tue Aug 29 05:21:50 UTC 2023","679","tests","test_api_wallet","","","","test_get_gas_fee[eth]",""
"passed","Tue Aug 29 05:20:51 UTC 2023","Tue Aug 29 05:20:51 UTC 2023","184","tests","test_api_fees","","","","test_coin_market_cap[ize]",""
"passed","Tue Aug 29 05:21:06 UTC 2023","Tue Aug 29 05:21:06 UTC 2023","295","tests","test_api_member_preferences","","","","test_get_all_member_preferences",""
"passed","Tue Aug 29 05:21:00 UTC 2023","Tue Aug 29 05:21:00 UTC 2023","550","tests","test_api_ledger","","","","test_chain_total_points",""
"passed","Tue Aug 29 05:20:49 UTC 2023","Tue Aug 29 05:20:49 UTC 2023","435","tests","test_api_ethconnect","","","","test_get_token_price[ize]",""
"passed","Tue Aug 29 05:21:04 UTC 2023","Tue Aug 29 05:21:04 UTC 2023","281","tests","test_api_login","","","","test_login_step1",""
"passed","Tue Aug 29 05:21:53 UTC 2023","Tue Aug 29 05:21:53 UTC 2023","313","tests","test_api_wallet","","","","test_get_payment_address[ize]",""
"passed","Tue Aug 29 05:21:09 UTC 2023","Tue Aug 29 05:21:09 UTC 2023","279","tests","test_api_members","","","","test_get_all_affiliates",""
"passed","Tue Aug 29 05:21:56 UTC 2023","Tue Aug 29 05:21:57 UTC 2023","1202","tests","test_new_user_flow","","","","test_login_new_user",""
"passed","Tue Aug 29 05:21:02 UTC 2023","Tue Aug 29 05:21:03 UTC 2023","411","tests","test_api_licenses","","","","test_get_licenses",""
"passed","Tue Aug 29 05:20:43 UTC 2023","Tue Aug 29 05:20:43 UTC 2023","318","tests","test_api_agreements","","","","test_delete_agreement",""
"passed","Tue Aug 29 05:21:59 UTC 2023","Tue Aug 29 05:22:00 UTC 2023","606","tests","test_new_user_flow","","","","test_delete_new_user",""
"passed","Tue Aug 29 05:21:13 UTC 2023","Tue Aug 29 05:21:15 UTC 2023","2225","tests","test_api_products","","","","test_get_products",""
"passed","Tue Aug 29 05:20:58 UTC 2023","Tue Aug 29 05:20:58 UTC 2023","284","tests","test_api_invoices","","","","test_get_low_stock_alert",""
"passed","Tue Aug 29 05:21:54 UTC 2023","Tue Aug 29 05:21:54 UTC 2023","323","tests","test_api_wallet","","","","test_get_rewards",""
"passed","Tue Aug 29 05:21:54 UTC 2023","Tue Aug 29 05:21:55 UTC 2023","593","tests","test_new_user_flow","","","","test_create_user_step1",""
