"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 31 22:12:41 UTC 2023","Thu Aug 31 22:12:41 UTC 2023","453","tests","test_api_licenses","","","","test_get_licenses_for_invoice",""
"passed","Thu Aug 31 22:12:11 UTC 2023","Thu Aug 31 22:12:12 UTC 2023","475","tests","test_api_agreements","","","","test_create_agreement",""
"passed","Thu Aug 31 22:13:05 UTC 2023","Thu Aug 31 22:13:05 UTC 2023","473","tests","test_api_shopping","","","","test_get_purchase_summary",""
"passed","Thu Aug 31 22:12:52 UTC 2023","Thu Aug 31 22:12:53 UTC 2023","626","tests","test_api_messaging","","","","test_send_email",""
"passed","Thu Aug 31 22:12:27 UTC 2023","Thu Aug 31 22:12:28 UTC 2023","471","tests","test_api_health_check","","","","test_wallet_health_check",""
"passed","Thu Aug 31 22:13:48 UTC 2023","Thu Aug 31 22:13:49 UTC 2023","505","tests","test_new_user_flow","","","","test_post_create_wallet",""
"passed","Thu Aug 31 22:12:25 UTC 2023","Thu Aug 31 22:12:25 UTC 2023","163","tests","test_api_fees","","","","test_coin_market_cap[eth]",""
"passed","Thu Aug 31 22:12:34 UTC 2023","Thu Aug 31 22:12:35 UTC 2023","457","tests","test_api_invoices","","","","test_get_expired_invoices",""
"passed","Thu Aug 31 22:13:00 UTC 2023","Thu Aug 31 22:13:01 UTC 2023","452","tests","test_api_roles","","","","test_create_a_role",""
"passed","Thu Aug 31 22:12:54 UTC 2023","Thu Aug 31 22:12:54 UTC 2023","478","tests","test_api_products","","","","test_create_product",""
"passed","Thu Aug 31 22:12:54 UTC 2023","Thu Aug 31 22:12:57 UTC 2023","2435","tests","test_api_products","","","","test_get_products",""
"passed","Thu Aug 31 22:13:10 UTC 2023","Thu Aug 31 22:13:12 UTC 2023","2677","tests","test_api_wallet","","","","test_get_transactions",""
"passed","Thu Aug 31 22:13:12 UTC 2023","Thu Aug 31 22:13:19 UTC 2023","6344","tests","test_api_wallet","","","","test_get_transactions_token[eth]",""
"passed","Thu Aug 31 22:12:43 UTC 2023","Thu Aug 31 22:12:43 UTC 2023","140","tests","test_api_login","","","","test_login_step3",""
"passed","Thu Aug 31 22:12:34 UTC 2023","Thu Aug 31 22:12:34 UTC 2023","449","tests","test_api_invoices","","","","test_get_low_stock_alert",""
"passed","Thu Aug 31 22:13:01 UTC 2023","Thu Aug 31 22:13:01 UTC 2023","431","tests","test_api_roles","","","","test_delete_a_role",""
"passed","Thu Aug 31 22:12:25 UTC 2023","Thu Aug 31 22:12:26 UTC 2023","443","tests","test_api_health_check","","","","test_membership_health_check",""
"passed","Thu Aug 31 22:12:47 UTC 2023","Thu Aug 31 22:12:48 UTC 2023","475","tests","test_api_members","","","","test_get_member_details",""
"passed","Thu Aug 31 22:12:49 UTC 2023","Thu Aug 31 22:12:50 UTC 2023","450","tests","test_api_members","","","","test_get_all_affiliates",""
"passed","Thu Aug 31 22:12:40 UTC 2023","Thu Aug 31 22:12:41 UTC 2023","589","tests","test_api_licenses","","","","test_get_licenses",""
"passed","Thu Aug 31 22:13:36 UTC 2023","Thu Aug 31 22:13:37 UTC 2023","882","tests","test_api_wallet","","","","test_get_gas_fee[eth]",""
"passed","Thu Aug 31 22:12:35 UTC 2023","Thu Aug 31 22:12:36 UTC 2023","890","tests","test_api_invoices","","","","test_cancel_invoice",""
"passed","Thu Aug 31 22:12:45 UTC 2023","Thu Aug 31 22:12:45 UTC 2023","453","tests","test_api_member_preferences","","","","test_create_member_preference",""
"passed","Thu Aug 31 22:12:28 UTC 2023","Thu Aug 31 22:12:28 UTC 2023","465","tests","test_api_health_check","","","","test_licenses_health_check",""
"passed","Thu Aug 31 22:13:43 UTC 2023","Thu Aug 31 22:13:43 UTC 2023","470","tests","test_api_wallet","","","","test_get_rewards_summary",""
"passed","Thu Aug 31 22:12:39 UTC 2023","Thu Aug 31 22:12:39 UTC 2023","524","tests","test_api_ledger","","","","test_get_user_votes",""
"passed","Thu Aug 31 22:12:17 UTC 2023","Thu Aug 31 22:12:18 UTC 2023","920","tests","test_api_carts","","","","test_delete_item_from_cart",""
"passed","Thu Aug 31 22:12:30 UTC 2023","Thu Aug 31 22:12:32 UTC 2023","2234","tests","test_api_invoices","","","","test_pay_invoice",""
"passed","Thu Aug 31 22:12:48 UTC 2023","Thu Aug 31 22:12:48 UTC 2023","434","tests","test_api_members","","","","test_display_name_exists",""
"passed","Thu Aug 31 22:12:45 UTC 2023","Thu Aug 31 22:12:46 UTC 2023","465","tests","test_api_member_preferences","","","","test_delete_member_preference",""
"passed","Thu Aug 31 22:12:23 UTC 2023","Thu Aug 31 22:12:23 UTC 2023","730","tests","test_api_ethconnect","","","","test_get_token_price[btc]",""
"passed","Thu Aug 31 22:12:42 UTC 2023","Thu Aug 31 22:12:42 UTC 2023","186","tests","test_api_login","","","","test_login_step1",""
"passed","Thu Aug 31 22:12:25 UTC 2023","Thu Aug 31 22:12:25 UTC 2023","116","tests","test_api_fees","","","","test_coin_market_cap[ize]",""
"passed","Thu Aug 31 22:13:30 UTC 2023","Thu Aug 31 22:13:36 UTC 2023","5875","tests","test_api_wallet","","","","test_get_transactions_token[usdc]",""
"passed","Thu Aug 31 22:12:27 UTC 2023","Thu Aug 31 22:12:27 UTC 2023","447","tests","test_api_health_check","","","","test_shopping_health_check",""
"passed","Thu Aug 31 22:12:26 UTC 2023","Thu Aug 31 22:12:27 UTC 2023","437","tests","test_api_health_check","","","","test_ethconnect_health_check",""
"passed","Thu Aug 31 22:13:01 UTC 2023","Thu Aug 31 22:13:02 UTC 2023","485","tests","test_api_shopping","","","","test_low_stock_alert",""
"passed","Thu Aug 31 22:12:51 UTC 2023","Thu Aug 31 22:12:52 UTC 2023","584","tests","test_api_members","","","","test_get_chain_total_rewards",""
"passed","Thu Aug 31 22:13:46 UTC 2023","Thu Aug 31 22:13:47 UTC 2023","455","tests","test_new_user_flow","","","","test_get_email_verification_code",""
"passed","Thu Aug 31 22:12:48 UTC 2023","Thu Aug 31 22:12:49 UTC 2023","453","tests","test_api_members","","","","test_delete_profile_picture",""
"passed","Thu Aug 31 22:13:50 UTC 2023","Thu Aug 31 22:13:51 UTC 2023","709","tests","test_new_user_flow","","","","test_delete_new_user",""
"passed","Thu Aug 31 22:12:38 UTC 2023","Thu Aug 31 22:12:39 UTC 2023","542","tests","test_api_ledger","","","","test_get_all_charters",""
"passed","Thu Aug 31 22:12:45 UTC 2023","Thu Aug 31 22:12:45 UTC 2023","452","tests","test_api_member_preferences","","","","test_get_member_preferences_by_id",""
"passed","Thu Aug 31 22:12:42 UTC 2023","Thu Aug 31 22:12:42 UTC 2023","544","tests","test_api_licenses","","","","test_get_member_licenses",""
"passed","Thu Aug 31 22:12:14 UTC 2023","Thu Aug 31 22:12:14 UTC 2023","501","tests","test_api_authenticator","","","","test_generate_code",""
"passed","Thu Aug 31 22:13:45 UTC 2023","Thu Aug 31 22:13:46 UTC 2023","1486","tests","test_new_user_flow","","","","test_login_new_user",""
"passed","Thu Aug 31 22:13:09 UTC 2023","Thu Aug 31 22:13:10 UTC 2023","757","tests","test_api_wallet","","","","test_get_wallet[usdc]",""
"passed","Thu Aug 31 22:12:11 UTC 2023","Thu Aug 31 22:12:11 UTC 2023","785","tests","test_api_agreements","","","","test_unsigned_agreements",""
"passed","Thu Aug 31 22:12:37 UTC 2023","Thu Aug 31 22:12:38 UTC 2023","637","tests","test_api_ledger","","","","test_chain_total_points",""
"passed","Thu Aug 31 22:13:40 UTC 2023","Thu Aug 31 22:13:41 UTC 2023","468","tests","test_api_wallet","","","","test_get_payment_address[eth]",""
"passed","Thu Aug 31 22:12:57 UTC 2023","Thu Aug 31 22:12:57 UTC 2023","619","tests","test_api_products","","","","test_get_product_price_tiers",""
"passed","Thu Aug 31 22:12:33 UTC 2023","Thu Aug 31 22:12:34 UTC 2023","459","tests","test_api_invoices","","","","test_get_shipment",""
"passed","Thu Aug 31 22:12:21 UTC 2023","Thu Aug 31 22:12:23 UTC 2023","2000","tests","test_api_ethconnect","","","","test_get_token_price[ize]",""
"passed","Thu Aug 31 22:13:07 UTC 2023","Thu Aug 31 22:13:08 UTC 2023","746","tests","test_api_wallet","","","","test_get_wallet[ize]",""
"passed","Thu Aug 31 22:13:37 UTC 2023","Thu Aug 31 22:13:38 UTC 2023","1265","tests","test_api_wallet","","","","test_get_gas_fee[ize]",""
"passed","Thu Aug 31 22:13:41 UTC 2023","Thu Aug 31 22:13:41 UTC 2023","462","tests","test_api_wallet","","","","test_get_payment_address[ize]",""
"passed","Thu Aug 31 22:12:14 UTC 2023","Thu Aug 31 22:12:15 UTC 2023","989","tests","test_api_authtoken","","","","test_auth_token",""
"passed","Thu Aug 31 22:13:02 UTC 2023","Thu Aug 31 22:13:02 UTC 2023","455","tests","test_api_shopping","","","","test_get_expired_invoices",""
"passed","Thu Aug 31 22:12:50 UTC 2023","Thu Aug 31 22:12:51 UTC 2023","430","tests","test_api_members","","","","test_get_affiliate",""
"passed","Thu Aug 31 22:12:41 UTC 2023","Thu Aug 31 22:12:42 UTC 2023","455","tests","test_api_licenses","","","","test_get_license_types",""
"passed","Thu Aug 31 22:12:42 UTC 2023","Thu Aug 31 22:12:43 UTC 2023","572","tests","test_api_login","","","","test_login_step2",""
"passed","Thu Aug 31 22:12:44 UTC 2023","Thu Aug 31 22:12:45 UTC 2023","454","tests","test_api_member_preferences","","","","test_get_all_member_preferences",""
"passed","Thu Aug 31 22:12:25 UTC 2023","Thu Aug 31 22:12:25 UTC 2023","120","tests","test_api_fees","","","","test_coin_market_cap[btc]",""
"passed","Thu Aug 31 22:13:43 UTC 2023","Thu Aug 31 22:13:44 UTC 2023","533","tests","test_new_user_flow","","","","test_create_user_step1",""
"passed","Thu Aug 31 22:12:20 UTC 2023","Thu Aug 31 22:12:21 UTC 2023","872","tests","test_api_ethconnect","","","","test_get_token_price[eth]",""
"passed","Thu Aug 31 22:12:30 UTC 2023","Thu Aug 31 22:12:30 UTC 2023","532","tests","test_api_invoices","","","","test_create_invoice",""
"passed","Thu Aug 31 22:12:32 UTC 2023","Thu Aug 31 22:12:33 UTC 2023","472","tests","test_api_invoices","","","","test_get_invoice",""
"passed","Thu Aug 31 22:12:18 UTC 2023","Thu Aug 31 22:12:18 UTC 2023","465","tests","test_api_carts","","","","test_delete_cart_items",""
"passed","Thu Aug 31 22:12:49 UTC 2023","Thu Aug 31 22:12:49 UTC 2023","450","tests","test_api_members","","","","test_get_member_referrals",""
"passed","Thu Aug 31 22:13:47 UTC 2023","Thu Aug 31 22:13:48 UTC 2023","775","tests","test_new_user_flow","","","","test_verify_email",""
"passed","Thu Aug 31 22:12:25 UTC 2023","Thu Aug 31 22:12:25 UTC 2023","95","tests","test_api_fees","","","","test_coin_market_cap[usdc]",""
"passed","Thu Aug 31 22:13:44 UTC 2023","Thu Aug 31 22:13:45 UTC 2023","850","tests","test_new_user_flow","","","","test_create_user_step2",""
"passed","Thu Aug 31 22:12:38 UTC 2023","Thu Aug 31 22:12:38 UTC 2023","571","tests","test_api_ledger","","","","test_get_total_rewards",""
"passed","Thu Aug 31 22:13:19 UTC 2023","Thu Aug 31 22:13:24 UTC 2023","5800","tests","test_api_wallet","","","","test_get_transactions_token[ize]",""
"passed","Thu Aug 31 22:12:23 UTC 2023","Thu Aug 31 22:12:25 UTC 2023","1474","tests","test_api_ethconnect","","","","test_get_token_price[usdc]",""
"passed","Thu Aug 31 22:13:00 UTC 2023","Thu Aug 31 22:13:00 UTC 2023","644","tests","test_api_roles","","","","test_get_roles",""
"passed","Thu Aug 31 22:12:18 UTC 2023","Thu Aug 31 22:12:19 UTC 2023","448","tests","test_api_carts","","","","test_get_cart",""
"passed","Thu Aug 31 22:12:51 UTC 2023","Thu Aug 31 22:12:51 UTC 2023","542","tests","test_api_members","","","","test_get_chain_total_points",""
"passed","Thu Aug 31 22:12:57 UTC 2023","Thu Aug 31 22:12:58 UTC 2023","450","tests","test_api_products","","","","test_get_product_categories",""
"passed","Thu Aug 31 22:12:26 UTC 2023","Thu Aug 31 22:12:26 UTC 2023","447","tests","test_api_health_check","","","","test_messaging_health_check",""
"passed","Thu Aug 31 22:12:47 UTC 2023","Thu Aug 31 22:12:47 UTC 2023","565","tests","test_api_members","","","","test_update_member",""
"passed","Thu Aug 31 22:12:35 UTC 2023","Thu Aug 31 22:12:35 UTC 2023","557","tests","test_api_invoices","","","","test_create_cancel_invoice",""
"passed","Thu Aug 31 22:13:47 UTC 2023","Thu Aug 31 22:13:47 UTC 2023","473","tests","test_new_user_flow","","","","test_unsigned_agreements",""
"passed","Thu Aug 31 22:13:04 UTC 2023","Thu Aug 31 22:13:05 UTC 2023","592","tests","test_api_shopping","","","","test_get_switchplay_session",""
"passed","Thu Aug 31 22:13:40 UTC 2023","Thu Aug 31 22:13:40 UTC 2023","593","tests","test_api_wallet","","","","test_get_balance",""
"passed","Thu Aug 31 22:12:52 UTC 2023","Thu Aug 31 22:12:52 UTC 2023","493","tests","test_api_messaging","","","","test_get_email_template",""
"passed","Thu Aug 31 22:13:08 UTC 2023","Thu Aug 31 22:13:09 UTC 2023","851","tests","test_api_wallet","","","","test_get_wallet[btc]",""
"passed","Thu Aug 31 22:13:42 UTC 2023","Thu Aug 31 22:13:43 UTC 2023","494","tests","test_api_wallet","","","","test_get_rewards",""
"passed","Thu Aug 31 22:13:06 UTC 2023","Thu Aug 31 22:13:07 UTC 2023","721","tests","test_api_wallet","","","","test_get_wallet[eth]",""
"passed","Thu Aug 31 22:13:48 UTC 2023","Thu Aug 31 22:13:48 UTC 2023","456","tests","test_new_user_flow","","","","test_wallet_mnemonic",""
"passed","Thu Aug 31 22:12:58 UTC 2023","Thu Aug 31 22:12:58 UTC 2023","438","tests","test_api_products","","","","test_delete_product",""
"passed","Thu Aug 31 22:12:17 UTC 2023","Thu Aug 31 22:12:17 UTC 2023","459","tests","test_api_carts","","","","test_add_cart_item",""
"passed","Thu Aug 31 22:12:59 UTC 2023","Thu Aug 31 22:13:00 UTC 2023","469","tests","test_api_roles","","","","test_get_a_role",""
"passed","Thu Aug 31 22:12:33 UTC 2023","Thu Aug 31 22:12:33 UTC 2023","447","tests","test_api_invoices","","","","test_add_shipment",""
"passed","Thu Aug 31 22:13:24 UTC 2023","Thu Aug 31 22:13:30 UTC 2023","5861","tests","test_api_wallet","","","","test_get_transactions_token[btc]",""
"passed","Thu Aug 31 22:13:38 UTC 2023","Thu Aug 31 22:13:40 UTC 2023","1260","tests","test_api_wallet","","","","test_get_gas_fee[usdc]",""
"passed","Thu Aug 31 22:13:42 UTC 2023","Thu Aug 31 22:13:42 UTC 2023","457","tests","test_api_wallet","","","","test_get_erc20_allow_purchase",""
"passed","Thu Aug 31 22:13:41 UTC 2023","Thu Aug 31 22:13:42 UTC 2023","462","tests","test_api_wallet","","","","test_get_payment_address[usdc]",""
"passed","Thu Aug 31 22:12:12 UTC 2023","Thu Aug 31 22:12:12 UTC 2023","469","tests","test_api_agreements","","","","test_agreement_by_id",""
"passed","Thu Aug 31 22:13:06 UTC 2023","Thu Aug 31 22:13:06 UTC 2023","455","tests","test_api_wallet","","","","test_get_mnemonic",""
"passed","Thu Aug 31 22:12:50 UTC 2023","Thu Aug 31 22:12:50 UTC 2023","459","tests","test_api_members","","","","test_create_affiliates",""
"passed","Thu Aug 31 22:13:42 UTC 2023","Thu Aug 31 22:13:42 UTC 2023","448","tests","test_api_wallet","","","","test_get_erc20_config",""
"passed","Thu Aug 31 22:12:12 UTC 2023","Thu Aug 31 22:12:13 UTC 2023","450","tests","test_api_agreements","","","","test_delete_agreement",""
