"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 02 07:05:49 UTC 2023","Sat Sep 02 07:05:49 UTC 2023","324","tests","test_api_wallet","","","","test_get_erc20_config",""
"passed","Sat Sep 02 07:05:54 UTC 2023","Sat Sep 02 07:05:54 UTC 2023","334","tests","test_new_user_flow","","","","test_wallet_mnemonic",""
"passed","Sat Sep 02 07:05:50 UTC 2023","Sat Sep 02 07:05:50 UTC 2023","421","tests","test_new_user_flow","","","","test_create_user_step1",""
"passed","Sat Sep 02 07:05:15 UTC 2023","Sat Sep 02 07:05:16 UTC 2023","327","tests","test_api_wallet","","","","test_get_mnemonic",""
"passed","Sat Sep 02 07:05:10 UTC 2023","Sat Sep 02 07:05:10 UTC 2023","325","tests","test_api_products","","","","test_delete_product",""
"passed","Sat Sep 02 07:04:41 UTC 2023","Sat Sep 02 07:04:41 UTC 2023","246","tests","test_api_fees","","","","test_coin_market_cap[btc]",""
"passed","Sat Sep 02 07:05:21 UTC 2023","Sat Sep 02 07:05:27 UTC 2023","6113","tests","test_api_wallet","","","","test_get_transactions_token[eth]",""
"passed","Sat Sep 02 07:05:44 UTC 2023","Sat Sep 02 07:05:45 UTC 2023","623","tests","test_api_wallet","","","","test_get_gas_fee[eth]",""
"passed","Sat Sep 02 07:05:14 UTC 2023","Sat Sep 02 07:05:15 UTC 2023","389","tests","test_api_shopping","","","","test_get_purchase_summary",""
"passed","Sat Sep 02 07:04:48 UTC 2023","Sat Sep 02 07:04:49 UTC 2023","362","tests","test_api_invoices","","","","test_get_shipment",""
"passed","Sat Sep 02 07:04:49 UTC 2023","Sat Sep 02 07:04:49 UTC 2023","350","tests","test_api_invoices","","","","test_get_low_stock_alert",""
"passed","Sat Sep 02 07:05:50 UTC 2023","Sat Sep 02 07:05:51 UTC 2023","734","tests","test_new_user_flow","","","","test_create_user_step2",""
"passed","Sat Sep 02 07:04:58 UTC 2023","Sat Sep 02 07:04:58 UTC 2023","317","tests","test_api_member_preferences","","","","test_get_member_preferences_by_id",""
"passed","Sat Sep 02 07:04:53 UTC 2023","Sat Sep 02 07:04:53 UTC 2023","465","tests","test_api_ledger","","","","test_get_all_charters",""
"passed","Sat Sep 02 07:04:58 UTC 2023","Sat Sep 02 07:04:59 UTC 2023","320","tests","test_api_member_preferences","","","","test_delete_member_preference",""
"passed","Sat Sep 02 07:04:31 UTC 2023","Sat Sep 02 07:04:32 UTC 2023","336","tests","test_api_agreements","","","","test_create_agreement",""
"passed","Sat Sep 02 07:04:53 UTC 2023","Sat Sep 02 07:04:53 UTC 2023","416","tests","test_api_ledger","","","","test_get_user_votes",""
"passed","Sat Sep 02 07:04:56 UTC 2023","Sat Sep 02 07:04:56 UTC 2023","246","tests","test_api_login","","","","test_login_step1",""
"passed","Sat Sep 02 07:05:00 UTC 2023","Sat Sep 02 07:05:01 UTC 2023","314","tests","test_api_members","","","","test_display_name_exists",""
"passed","Sat Sep 02 07:04:55 UTC 2023","Sat Sep 02 07:04:55 UTC 2023","317","tests","test_api_licenses","","","","test_get_licenses_for_invoice",""
"passed","Sat Sep 02 07:05:48 UTC 2023","Sat Sep 02 07:05:48 UTC 2023","348","tests","test_api_wallet","","","","test_get_payment_address[ize]",""
"passed","Sat Sep 02 07:04:55 UTC 2023","Sat Sep 02 07:04:56 UTC 2023","368","tests","test_api_licenses","","","","test_get_member_licenses",""
